user_id,event_time,event_type,used_choptrack,used_chopguide,first_event_time,days_since_first,retained_7d
2,2025-03-20 12:00:00,use_chopguide,False,True,2025-01-17 13:00:00,61,True
2,2025-03-27 14:00:00,login,False,False,2025-01-17 13:00:00,69,True
3,2025-03-13 04:00:00,view_recipe,False,False,2025-03-13 04:00:00,0,False
3,2025-03-13 06:00:00,view_recipe,False,False,2025-03-13 04:00:00,0,False
3,2025-03-13 08:00:00,use_chopguide,False,True,2025-03-13 04:00:00,0,False
3,2025-03-14 04:00:00,login,False,False,2025-03-13 04:00:00,1,False
3,2025-03-15 21:00:00,view_recipe,False,False,2025-03-13 04:00:00,2,False
3,2025-03-16 01:00:00,view_recipe,False,False,2025-03-13 04:00:00,2,False
3,2025-03-16 03:00:00,view_recipe,False,False,2025-03-13 04:00:00,2,False
3,2025-03-18 01:00:00,view_recipe,False,False,2025-03-13 04:00:00,4,False
3,2025-03-18 01:00:00,use_choptrack,True,False,2025-03-13 04:00:00,4,False
3,2025-03-18 11:00:00,use_chopguide,False,True,2025-03-13 04:00:00,5,False
3,2025-03-18 12:00:00,use_chopguide,False,True,2025-03-13 04:00:00,5,False
3,2025-03-18 15:00:00,use_chopguide,False,True,2025-03-13 04:00:00,5,False
3,2025-03-18 20:00:00,use_chopguide,False,True,2025-03-13 04:00:00,5,False
3,2025-03-19 00:00:00,use_choptrack,True,False,2025-03-13 04:00:00,5,False
3,2025-03-19 01:00:00,login,False,False,2025-03-13 04:00:00,5,False
3,2025-03-19 18:00:00,view_recipe,False,False,2025-03-13 04:00:00,6,False
3,2025-03-19 20:00:00,view_recipe,False,False,2025-03-13 04:00:00,6,False
3,2025-03-19 23:00:00,login,False,False,2025-03-13 04:00:00,6,False
3,2025-03-20 01:00:00,use_choptrack,True,False,2025-03-13 04:00:00,6,False
3,2025-03-20 05:00:00,view_recipe,False,False,2025-03-13 04:00:00,7,True
3,2025-03-20 17:00:00,use_chopguide,False,True,2025-03-13 04:00:00,7,True
3,2025-03-21 01:00:00,logout,False,False,2025-03-13 04:00:00,7,True
3,2025-03-21 22:00:00,use_choptrack,True,False,2025-03-13 04:00:00,8,True
3,2025-03-22 00:00:00,view_recipe,False,False,2025-03-13 04:00:00,8,True
3,2025-03-22 04:00:00,login,False,False,2025-03-13 04:00:00,9,True
3,2025-03-22 06:00:00,save_recipe,False,False,2025-03-13 04:00:00,9,True
3,2025-03-22 13:00:00,save_recipe,False,False,2025-03-13 04:00:00,9,True
3,2025-03-22 18:00:00,view_recipe,False,False,2025-03-13 04:00:00,9,True
3,2025-03-22 22:00:00,use_choptrack,True,False,2025-03-13 04:00:00,9,True
3,2025-03-23 11:00:00,login,False,False,2025-03-13 04:00:00,10,True
3,2025-03-23 12:00:00,login,False,False,2025-03-13 04:00:00,10,True
3,2025-03-24 18:00:00,login,False,False,2025-03-13 04:00:00,11,True
3,2025-03-25 03:00:00,view_recipe,False,False,2025-03-13 04:00:00,11,True
3,2025-03-25 12:00:00,logout,False,False,2025-03-13 04:00:00,12,True
3,2025-03-26 08:00:00,use_choptrack,True,False,2025-03-13 04:00:00,13,True
3,2025-03-26 14:00:00,view_recipe,False,False,2025-03-13 04:00:00,13,True
3,2025-03-26 18:00:00,use_chopguide,False,True,2025-03-13 04:00:00,13,True
3,2025-03-27 02:00:00,save_recipe,False,False,2025-03-13 04:00:00,13,True
3,2025-03-27 05:00:00,logout,False,False,2025-03-13 04:00:00,14,True
3,2025-03-28 04:00:00,login,False,False,2025-03-13 04:00:00,15,True
3,2025-03-29 08:00:00,view_recipe,False,False,2025-03-13 04:00:00,16,True
3,2025-03-29 13:00:00,login,False,False,2025-03-13 04:00:00,16,True
3,2025-03-29 16:00:00,view_recipe,False,False,2025-03-13 04:00:00,16,True
3,2025-03-30 06:00:00,login,False,False,2025-03-13 04:00:00,17,True
3,2025-03-30 13:00:00,use_choptrack,True,False,2025-03-13 04:00:00,17,True
3,2025-03-30 14:00:00,view_recipe,False,False,2025-03-13 04:00:00,17,True
4,2025-03-02 04:00:00,view_recipe,False,False,2025-03-02 04:00:00,0,False
4,2025-03-02 09:00:00,login,False,False,2025-03-02 04:00:00,0,False
4,2025-03-03 16:00:00,save_recipe,False,False,2025-03-02 04:00:00,1,False
4,2025-03-04 14:00:00,use_chopguide,False,True,2025-03-02 04:00:00,2,False
4,2025-03-04 16:00:00,logout,False,False,2025-03-02 04:00:00,2,False
4,2025-03-06 02:00:00,logout,False,False,2025-03-02 04:00:00,3,False
4,2025-03-06 08:00:00,use_choptrack,True,False,2025-03-02 04:00:00,4,False
4,2025-03-06 22:00:00,use_chopguide,False,True,2025-03-02 04:00:00,4,False
4,2025-03-08 00:00:00,save_recipe,False,False,2025-03-02 04:00:00,5,False
4,2025-03-08 01:00:00,use_chopguide,False,True,2025-03-02 04:00:00,5,False
4,2025-03-09 08:00:00,login,False,False,2025-03-02 04:00:00,7,True
4,2025-03-10 08:00:00,view_recipe,False,False,2025-03-02 04:00:00,8,True
4,2025-03-11 00:00:00,login,False,False,2025-03-02 04:00:00,8,True
4,2025-03-11 07:00:00,logout,False,False,2025-03-02 04:00:00,9,True
4,2025-03-11 22:00:00,use_choptrack,True,False,2025-03-02 04:00:00,9,True
4,2025-03-12 01:00:00,login,False,False,2025-03-02 04:00:00,9,True
4,2025-03-12 10:00:00,use_choptrack,True,False,2025-03-02 04:00:00,10,True
4,2025-03-12 12:00:00,use_choptrack,True,False,2025-03-02 04:00:00,10,True
4,2025-03-12 15:00:00,view_recipe,False,False,2025-03-02 04:00:00,10,True
4,2025-03-13 17:00:00,login,False,False,2025-03-02 04:00:00,11,True
4,2025-03-17 13:00:00,use_choptrack,True,False,2025-03-02 04:00:00,15,True
4,2025-03-18 05:00:00,use_choptrack,True,False,2025-03-02 04:00:00,16,True
4,2025-03-20 17:00:00,use_chopguide,False,True,2025-03-02 04:00:00,18,True
4,2025-03-21 04:00:00,use_choptrack,True,False,2025-03-02 04:00:00,19,True
4,2025-03-21 04:00:00,save_recipe,False,False,2025-03-02 04:00:00,19,True
4,2025-03-22 21:00:00,use_choptrack,True,False,2025-03-02 04:00:00,20,True
4,2025-03-23 06:00:00,use_choptrack,True,False,2025-03-02 04:00:00,21,True
4,2025-03-24 18:00:00,save_recipe,False,False,2025-03-02 04:00:00,22,True
4,2025-03-25 05:00:00,view_recipe,False,False,2025-03-02 04:00:00,23,True
4,2025-03-26 17:00:00,login,False,False,2025-03-02 04:00:00,24,True
4,2025-03-27 09:00:00,login,False,False,2025-03-02 04:00:00,25,True
4,2025-03-30 16:00:00,use_chopguide,False,True,2025-03-02 04:00:00,28,True
5,2025-01-24 02:00:00,save_recipe,False,False,2025-01-24 02:00:00,0,False
5,2025-01-25 01:00:00,save_recipe,False,False,2025-01-24 02:00:00,0,False
5,2025-01-25 06:00:00,login,False,False,2025-01-24 02:00:00,1,False
5,2025-01-27 21:00:00,save_recipe,False,False,2025-01-24 02:00:00,3,False
5,2025-01-31 08:00:00,view_recipe,False,False,2025-01-24 02:00:00,7,True
5,2025-02-08 02:00:00,view_recipe,False,False,2025-01-24 02:00:00,15,True
5,2025-02-08 02:00:00,view_recipe,False,False,2025-01-24 02:00:00,15,True
5,2025-02-08 14:00:00,logout,False,False,2025-01-24 02:00:00,15,True
5,2025-02-12 13:00:00,view_recipe,False,False,2025-01-24 02:00:00,19,True
5,2025-02-14 01:00:00,view_recipe,False,False,2025-01-24 02:00:00,20,True
5,2025-02-20 17:00:00,use_choptrack,True,False,2025-01-24 02:00:00,27,True
5,2025-02-21 14:00:00,login,False,False,2025-01-24 02:00:00,28,True
5,2025-02-21 19:00:00,login,False,False,2025-01-24 02:00:00,28,True
5,2025-02-23 05:00:00,login,False,False,2025-01-24 02:00:00,30,True
5,2025-02-23 13:00:00,login,False,False,2025-01-24 02:00:00,30,True
5,2025-02-25 18:00:00,login,False,False,2025-01-24 02:00:00,32,True
5,2025-03-02 23:00:00,login,False,False,2025-01-24 02:00:00,37,True
5,2025-03-04 11:00:00,use_choptrack,True,False,2025-01-24 02:00:00,39,True
5,2025-03-09 01:00:00,login,False,False,2025-01-24 02:00:00,43,True
5,2025-03-17 09:00:00,view_recipe,False,False,2025-01-24 02:00:00,52,True
5,2025-03-17 11:00:00,save_recipe,False,False,2025-01-24 02:00:00,52,True
5,2025-03-18 14:00:00,view_recipe,False,False,2025-01-24 02:00:00,53,True
5,2025-03-18 14:00:00,use_choptrack,True,False,2025-01-24 02:00:00,53,True
5,2025-03-22 05:00:00,login,False,False,2025-01-24 02:00:00,57,True
5,2025-03-24 16:00:00,login,False,False,2025-01-24 02:00:00,59,True
6,2025-03-24 00:00:00,save_recipe,False,False,2025-03-24 00:00:00,0,False
6,2025-03-24 04:00:00,login,False,False,2025-03-24 00:00:00,0,False
6,2025-03-24 11:00:00,view_recipe,False,False,2025-03-24 00:00:00,0,False
6,2025-03-24 20:00:00,use_chopguide,False,True,2025-03-24 00:00:00,0,False
6,2025-03-24 21:00:00,use_chopguide,False,True,2025-03-24 00:00:00,0,False
6,2025-03-25 01:00:00,login,False,False,2025-03-24 00:00:00,1,False
6,2025-03-25 09:00:00,login,False,False,2025-03-24 00:00:00,1,False
6,2025-03-25 20:00:00,view_recipe,False,False,2025-03-24 00:00:00,1,False
6,2025-03-25 21:00:00,view_recipe,False,False,2025-03-24 00:00:00,1,False
6,2025-03-25 22:00:00,use_choptrack,True,False,2025-03-24 00:00:00,1,False
6,2025-03-26 07:00:00,view_recipe,False,False,2025-03-24 00:00:00,2,False
6,2025-03-26 12:00:00,view_recipe,False,False,2025-03-24 00:00:00,2,False
6,2025-03-26 21:00:00,use_chopguide,False,True,2025-03-24 00:00:00,2,False
6,2025-03-27 00:00:00,login,False,False,2025-03-24 00:00:00,3,False
6,2025-03-27 05:00:00,view_recipe,False,False,2025-03-24 00:00:00,3,False
6,2025-03-27 17:00:00,use_chopguide,False,True,2025-03-24 00:00:00,3,False
6,2025-03-27 19:00:00,save_recipe,False,False,2025-03-24 00:00:00,3,False
6,2025-03-27 21:00:00,use_choptrack,True,False,2025-03-24 00:00:00,3,False
6,2025-03-28 10:00:00,use_choptrack,True,False,2025-03-24 00:00:00,4,False
6,2025-03-29 00:00:00,login,False,False,2025-03-24 00:00:00,5,False
6,2025-03-29 12:00:00,view_recipe,False,False,2025-03-24 00:00:00,5,False
6,2025-03-30 04:00:00,use_choptrack,True,False,2025-03-24 00:00:00,6,False
6,2025-03-30 10:00:00,login,False,False,2025-03-24 00:00:00,6,False
7,2025-03-28 05:00:00,login,False,False,2025-03-28 05:00:00,0,False
7,2025-03-28 07:00:00,view_recipe,False,False,2025-03-28 05:00:00,0,False
7,2025-03-28 09:00:00,view_recipe,False,False,2025-03-28 05:00:00,0,False
7,2025-03-28 12:00:00,save_recipe,False,False,2025-03-28 05:00:00,0,False
7,2025-03-28 16:00:00,login,False,False,2025-03-28 05:00:00,0,False
7,2025-03-28 16:00:00,use_chopguide,False,True,2025-03-28 05:00:00,0,False
7,2025-03-28 17:00:00,login,False,False,2025-03-28 05:00:00,0,False
7,2025-03-28 21:00:00,use_chopguide,False,True,2025-03-28 05:00:00,0,False
7,2025-03-29 00:00:00,login,False,False,2025-03-28 05:00:00,0,False
7,2025-03-29 00:00:00,login,False,False,2025-03-28 05:00:00,0,False
7,2025-03-29 01:00:00,use_choptrack,True,False,2025-03-28 05:00:00,0,False
7,2025-03-29 03:00:00,logout,False,False,2025-03-28 05:00:00,0,False
7,2025-03-29 08:00:00,save_recipe,False,False,2025-03-28 05:00:00,1,False
7,2025-03-29 09:00:00,use_choptrack,True,False,2025-03-28 05:00:00,1,False
7,2025-03-29 14:00:00,save_recipe,False,False,2025-03-28 05:00:00,1,False
7,2025-03-29 15:00:00,login,False,False,2025-03-28 05:00:00,1,False
7,2025-03-29 16:00:00,logout,False,False,2025-03-28 05:00:00,1,False
7,2025-03-29 17:00:00,view_recipe,False,False,2025-03-28 05:00:00,1,False
7,2025-03-29 19:00:00,use_chopguide,False,True,2025-03-28 05:00:00,1,False
7,2025-03-30 03:00:00,use_chopguide,False,True,2025-03-28 05:00:00,1,False
7,2025-03-30 04:00:00,use_chopguide,False,True,2025-03-28 05:00:00,1,False
7,2025-03-30 07:00:00,use_choptrack,True,False,2025-03-28 05:00:00,2,False
7,2025-03-30 08:00:00,view_recipe,False,False,2025-03-28 05:00:00,2,False
7,2025-03-30 10:00:00,use_chopguide,False,True,2025-03-28 05:00:00,2,False
7,2025-03-30 10:00:00,login,False,False,2025-03-28 05:00:00,2,False
7,2025-03-30 15:00:00,logout,False,False,2025-03-28 05:00:00,2,False
7,2025-03-30 18:00:00,use_chopguide,False,True,2025-03-28 05:00:00,2,False
7,2025-03-30 19:00:00,login,False,False,2025-03-28 05:00:00,2,False
7,2025-03-30 21:00:00,use_chopguide,False,True,2025-03-28 05:00:00,2,False
8,2025-03-16 00:00:00,logout,False,False,2025-03-16 00:00:00,0,False
8,2025-03-16 09:00:00,view_recipe,False,False,2025-03-16 00:00:00,0,False
8,2025-03-17 13:00:00,use_chopguide,False,True,2025-03-16 00:00:00,1,False
8,2025-03-17 22:00:00,view_recipe,False,False,2025-03-16 00:00:00,1,False
8,2025-03-19 17:00:00,use_choptrack,True,False,2025-03-16 00:00:00,3,False
8,2025-03-21 17:00:00,use_chopguide,False,True,2025-03-16 00:00:00,5,False
8,2025-03-21 18:00:00,use_choptrack,True,False,2025-03-16 00:00:00,5,False
8,2025-03-21 21:00:00,view_recipe,False,False,2025-03-16 00:00:00,5,False
8,2025-03-22 16:00:00,view_recipe,False,False,2025-03-16 00:00:00,6,False
8,2025-03-23 09:00:00,view_recipe,False,False,2025-03-16 00:00:00,7,True
8,2025-03-26 18:00:00,save_recipe,False,False,2025-03-16 00:00:00,10,True
8,2025-03-26 20:00:00,use_chopguide,False,True,2025-03-16 00:00:00,10,True
8,2025-03-28 04:00:00,logout,False,False,2025-03-16 00:00:00,12,True
8,2025-03-29 07:00:00,login,False,False,2025-03-16 00:00:00,13,True
8,2025-03-29 20:00:00,use_chopguide,False,True,2025-03-16 00:00:00,13,True
8,2025-03-30 19:00:00,save_recipe,False,False,2025-03-16 00:00:00,14,True
9,2025-03-16 00:00:00,login,False,False,2025-03-16 00:00:00,0,False
9,2025-03-17 10:00:00,login,False,False,2025-03-16 00:00:00,1,False
9,2025-03-18 11:00:00,use_choptrack,True,False,2025-03-16 00:00:00,2,False
9,2025-03-24 20:00:00,save_recipe,False,False,2025-03-16 00:00:00,8,True
9,2025-03-25 12:00:00,view_recipe,False,False,2025-03-16 00:00:00,9,True
9,2025-03-27 02:00:00,use_choptrack,True,False,2025-03-16 00:00:00,11,True
9,2025-03-27 05:00:00,use_choptrack,True,False,2025-03-16 00:00:00,11,True
9,2025-03-27 21:00:00,view_recipe,False,False,2025-03-16 00:00:00,11,True
9,2025-03-28 02:00:00,use_chopguide,False,True,2025-03-16 00:00:00,12,True
9,2025-03-28 07:00:00,save_recipe,False,False,2025-03-16 00:00:00,12,True
9,2025-03-29 03:00:00,use_choptrack,True,False,2025-03-16 00:00:00,13,True
9,2025-03-29 07:00:00,use_choptrack,True,False,2025-03-16 00:00:00,13,True
9,2025-03-29 07:00:00,view_recipe,False,False,2025-03-16 00:00:00,13,True
9,2025-03-29 15:00:00,use_choptrack,True,False,2025-03-16 00:00:00,13,True
9,2025-03-30 12:00:00,view_recipe,False,False,2025-03-16 00:00:00,14,True
9,2025-03-31 00:00:00,view_recipe,False,False,2025-03-16 00:00:00,15,True
10,2025-03-29 05:00:00,view_recipe,False,False,2025-03-29 05:00:00,0,False
10,2025-03-29 05:00:00,use_chopguide,False,True,2025-03-29 05:00:00,0,False
10,2025-03-29 13:00:00,use_choptrack,True,False,2025-03-29 05:00:00,0,False
10,2025-03-30 14:00:00,login,False,False,2025-03-29 05:00:00,1,False
10,2025-03-30 15:00:00,save_recipe,False,False,2025-03-29 05:00:00,1,False
10,2025-03-30 15:00:00,view_recipe,False,False,2025-03-29 05:00:00,1,False
11,2025-01-24 14:00:00,use_choptrack,True,False,2025-01-24 14:00:00,0,False
11,2025-01-25 22:00:00,use_choptrack,True,False,2025-01-24 14:00:00,1,False
11,2025-01-29 09:00:00,use_choptrack,True,False,2025-01-24 14:00:00,4,False
11,2025-01-30 12:00:00,view_recipe,False,False,2025-01-24 14:00:00,5,False
11,2025-02-01 03:00:00,view_recipe,False,False,2025-01-24 14:00:00,7,True
11,2025-02-01 23:00:00,login,False,False,2025-01-24 14:00:00,8,True
11,2025-02-02 11:00:00,save_recipe,False,False,2025-01-24 14:00:00,8,True
11,2025-02-05 00:00:00,use_choptrack,True,False,2025-01-24 14:00:00,11,True
11,2025-02-06 11:00:00,view_recipe,False,False,2025-01-24 14:00:00,12,True
11,2025-02-10 11:00:00,view_recipe,False,False,2025-01-24 14:00:00,16,True
11,2025-02-14 12:00:00,save_recipe,False,False,2025-01-24 14:00:00,20,True
11,2025-02-15 21:00:00,login,False,False,2025-01-24 14:00:00,22,True
11,2025-02-17 21:00:00,use_choptrack,True,False,2025-01-24 14:00:00,24,True
11,2025-02-26 13:00:00,use_choptrack,True,False,2025-01-24 14:00:00,32,True
11,2025-02-26 22:00:00,use_choptrack,True,False,2025-01-24 14:00:00,33,True
11,2025-02-28 03:00:00,login,False,False,2025-01-24 14:00:00,34,True
11,2025-03-01 00:00:00,save_recipe,False,False,2025-01-24 14:00:00,35,True
11,2025-03-03 10:00:00,save_recipe,False,False,2025-01-24 14:00:00,37,True
11,2025-03-04 11:00:00,use_choptrack,True,False,2025-01-24 14:00:00,38,True
11,2025-03-04 14:00:00,use_choptrack,True,False,2025-01-24 14:00:00,39,True
11,2025-03-06 12:00:00,save_recipe,False,False,2025-01-24 14:00:00,40,True
11,2025-03-07 12:00:00,use_chopguide,False,True,2025-01-24 14:00:00,41,True
11,2025-03-11 16:00:00,login,False,False,2025-01-24 14:00:00,46,True
11,2025-03-12 13:00:00,use_choptrack,True,False,2025-01-24 14:00:00,46,True
11,2025-03-14 04:00:00,use_choptrack,True,False,2025-01-24 14:00:00,48,True
11,2025-03-14 04:00:00,view_recipe,False,False,2025-01-24 14:00:00,48,True
11,2025-03-14 06:00:00,use_chopguide,False,True,2025-01-24 14:00:00,48,True
11,2025-03-17 06:00:00,save_recipe,False,False,2025-01-24 14:00:00,51,True
11,2025-03-18 05:00:00,save_recipe,False,False,2025-01-24 14:00:00,52,True
11,2025-03-18 12:00:00,view_recipe,False,False,2025-01-24 14:00:00,52,True
11,2025-03-24 18:00:00,login,False,False,2025-01-24 14:00:00,59,True
11,2025-03-24 18:00:00,logout,False,False,2025-01-24 14:00:00,59,True
11,2025-03-26 00:00:00,use_chopguide,False,True,2025-01-24 14:00:00,60,True
11,2025-03-29 09:00:00,login,False,False,2025-01-24 14:00:00,63,True
12,2025-01-26 14:00:00,view_recipe,False,False,2025-01-26 14:00:00,0,False
12,2025-02-10 23:00:00,use_chopguide,False,True,2025-01-26 14:00:00,15,True
12,2025-02-27 12:00:00,login,False,False,2025-01-26 14:00:00,31,True
12,2025-03-21 06:00:00,view_recipe,False,False,2025-01-26 14:00:00,53,True
12,2025-03-24 14:00:00,view_recipe,False,False,2025-01-26 14:00:00,57,True
13,2025-01-23 00:00:00,use_choptrack,True,False,2025-01-23 00:00:00,0,False
13,2025-01-24 14:00:00,logout,False,False,2025-01-23 00:00:00,1,False
13,2025-01-25 02:00:00,view_recipe,False,False,2025-01-23 00:00:00,2,False
13,2025-01-28 11:00:00,use_choptrack,True,False,2025-01-23 00:00:00,5,False
13,2025-01-29 08:00:00,save_recipe,False,False,2025-01-23 00:00:00,6,False
13,2025-02-02 20:00:00,use_choptrack,True,False,2025-01-23 00:00:00,10,True
13,2025-02-05 10:00:00,login,False,False,2025-01-23 00:00:00,13,True
13,2025-02-07 01:00:00,view_recipe,False,False,2025-01-23 00:00:00,15,True
13,2025-02-08 09:00:00,view_recipe,False,False,2025-01-23 00:00:00,16,True
13,2025-02-10 18:00:00,view_recipe,False,False,2025-01-23 00:00:00,18,True
13,2025-02-17 15:00:00,view_recipe,False,False,2025-01-23 00:00:00,25,True
13,2025-02-18 13:00:00,use_chopguide,False,True,2025-01-23 00:00:00,26,True
13,2025-02-18 15:00:00,view_recipe,False,False,2025-01-23 00:00:00,26,True
13,2025-02-18 17:00:00,view_recipe,False,False,2025-01-23 00:00:00,26,True
13,2025-02-20 13:00:00,use_choptrack,True,False,2025-01-23 00:00:00,28,True
13,2025-02-22 18:00:00,view_recipe,False,False,2025-01-23 00:00:00,30,True
13,2025-02-27 11:00:00,use_chopguide,False,True,2025-01-23 00:00:00,35,True
13,2025-03-02 02:00:00,use_choptrack,True,False,2025-01-23 00:00:00,38,True
13,2025-03-02 18:00:00,view_recipe,False,False,2025-01-23 00:00:00,38,True
13,2025-03-04 18:00:00,use_chopguide,False,True,2025-01-23 00:00:00,40,True
13,2025-03-12 08:00:00,use_choptrack,True,False,2025-01-23 00:00:00,48,True
13,2025-03-13 02:00:00,use_choptrack,True,False,2025-01-23 00:00:00,49,True
13,2025-03-13 03:00:00,view_recipe,False,False,2025-01-23 00:00:00,49,True
13,2025-03-13 05:00:00,view_recipe,False,False,2025-01-23 00:00:00,49,True
13,2025-03-14 09:00:00,use_chopguide,False,True,2025-01-23 00:00:00,50,True
13,2025-03-25 04:00:00,login,False,False,2025-01-23 00:00:00,61,True
13,2025-03-26 12:00:00,view_recipe,False,False,2025-01-23 00:00:00,62,True
13,2025-03-27 16:00:00,login,False,False,2025-01-23 00:00:00,63,True
13,2025-03-30 17:00:00,use_chopguide,False,True,2025-01-23 00:00:00,66,True
14,2025-02-22 07:00:00,login,False,False,2025-02-22 07:00:00,0,False
14,2025-02-24 06:00:00,login,False,False,2025-02-22 07:00:00,1,False
14,2025-02-25 14:00:00,use_choptrack,True,False,2025-02-22 07:00:00,3,False
14,2025-02-28 17:00:00,login,False,False,2025-02-22 07:00:00,6,False
14,2025-03-01 09:00:00,login,False,False,2025-02-22 07:00:00,7,True
14,2025-03-07 00:00:00,use_chopguide,False,True,2025-02-22 07:00:00,12,True
14,2025-03-08 12:00:00,login,False,False,2025-02-22 07:00:00,14,True
14,2025-03-09 19:00:00,use_choptrack,True,False,2025-02-22 07:00:00,15,True
14,2025-03-10 06:00:00,login,False,False,2025-02-22 07:00:00,15,True
14,2025-03-13 01:00:00,login,False,False,2025-02-22 07:00:00,18,True
14,2025-03-13 19:00:00,login,False,False,2025-02-22 07:00:00,19,True
14,2025-03-27 07:00:00,use_chopguide,False,True,2025-02-22 07:00:00,33,True
14,2025-03-28 16:00:00,save_recipe,False,False,2025-02-22 07:00:00,34,True
14,2025-03-30 13:00:00,use_chopguide,False,True,2025-02-22 07:00:00,36,True
15,2025-01-08 20:00:00,use_choptrack,True,False,2025-01-08 20:00:00,0,False
15,2025-01-09 13:00:00,use_chopguide,False,True,2025-01-08 20:00:00,0,False
15,2025-02-05 06:00:00,use_chopguide,False,True,2025-01-08 20:00:00,27,True
15,2025-02-08 21:00:00,login,False,False,2025-01-08 20:00:00,31,True
15,2025-02-10 07:00:00,save_recipe,False,False,2025-01-08 20:00:00,32,True
15,2025-03-06 11:00:00,use_choptrack,True,False,2025-01-08 20:00:00,56,True
15,2025-03-26 09:00:00,use_chopguide,False,True,2025-01-08 20:00:00,76,True
15,2025-03-28 14:00:00,save_recipe,False,False,2025-01-08 20:00:00,78,True
16,2025-03-29 01:00:00,view_recipe,False,False,2025-03-29 01:00:00,0,False
16,2025-03-29 02:00:00,use_chopguide,False,True,2025-03-29 01:00:00,0,False
16,2025-03-29 04:00:00,view_recipe,False,False,2025-03-29 01:00:00,0,False
16,2025-03-29 10:00:00,save_recipe,False,False,2025-03-29 01:00:00,0,False
16,2025-03-29 11:00:00,login,False,False,2025-03-29 01:00:00,0,False
16,2025-03-29 19:00:00,logout,False,False,2025-03-29 01:00:00,0,False
16,2025-03-29 19:00:00,use_chopguide,False,True,2025-03-29 01:00:00,0,False
16,2025-03-29 22:00:00,login,False,False,2025-03-29 01:00:00,0,False
16,2025-03-30 17:00:00,use_choptrack,True,False,2025-03-29 01:00:00,1,False
17,2025-01-30 03:00:00,use_choptrack,True,False,2025-01-30 03:00:00,0,False
17,2025-01-31 04:00:00,view_recipe,False,False,2025-01-30 03:00:00,1,False
17,2025-01-31 17:00:00,use_choptrack,True,False,2025-01-30 03:00:00,1,False
17,2025-02-02 02:00:00,use_choptrack,True,False,2025-01-30 03:00:00,2,False
17,2025-02-04 07:00:00,use_chopguide,False,True,2025-01-30 03:00:00,5,False
17,2025-02-04 07:00:00,login,False,False,2025-01-30 03:00:00,5,False
17,2025-02-08 20:00:00,login,False,False,2025-01-30 03:00:00,9,True
17,2025-02-17 09:00:00,login,False,False,2025-01-30 03:00:00,18,True
17,2025-02-19 13:00:00,save_recipe,False,False,2025-01-30 03:00:00,20,True
17,2025-02-20 16:00:00,save_recipe,False,False,2025-01-30 03:00:00,21,True
17,2025-02-20 21:00:00,use_choptrack,True,False,2025-01-30 03:00:00,21,True
